Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting Year
1010794,110054628729.0,Rothschild Biomass Cogeneration Plant,Rothschild,WI,54474,210 N. Grand Avenue,MARATHON COUNTY,44.888355,-89.625821,221112.0,"C,D",Power Plants,42548.402,37352.5,756.0,4439.902,,,,,,,,,386775.1,22208.016,20340.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1012599,110071162309.0,Roundtop Energy LLC,Meshoppen,PA,18630,960 State Route 267,SUSQUEHANNA COUNTY,41.658211,-76.049513,221112.0,C,Power Plants,19627.176,19606.9,9.25,11.026,,,,,,,,,,19627.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000787,110000346386.0,Roxboro Steam Electric Plant,SEMORA,NC,27343,1700 DUNNAWAY ROAD,Person,36.4833,-79.0731,221112.0,"D,TT","Power Plants,Waste",5419466.674,5372908.6,19019.0,27539.074,,,,,,,,,,,5416331.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135.5,N,N,Y,2021
1001312,110017437781.0,Rumford Power LLC,RUMFORD,ME,4276,43 INDUSTRIAL PARK ROAD,Oxford,44.5303,-70.5219,221112.0,"C,D",Power Plants,132447.86,132313.6,61.25,73.01,,,,,,,,,,736.748,131711.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001035,110000440210.0,Rush Island,FESTUS,MO,63028,100 BIG HOLLOW ROAD,Jefferson,38.1306,-90.2625,221112.0,"C,D",Power Plants,7379799.75,7321946.5,21162.0,36691.25,,,,,,,,,,258.446,7379541.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000501,110039570540.0,Russell City Energy Company LLC,Hayward,CA,94545,3862 Depot Road,Alameda,37.6341,-122.1326,221112.0,D,Power Plants,139562.764,139415.9,67.0,79.864,,,,,,,,,,,139562.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000784,110000328235.0,S A Carlson,JAMESTOWN,NY,14702,136 STEELE ST,Chautauqua,42.0917,-79.2417,221112.0,"C,D",Power Plants,34486.672,34451.6,16.0,19.072,,,,,,,,,,954.696,33531.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001501,110071161614.0,S O Purdom,ST MARKS,FL,32355,HWY 363,Wakulla,30.1619,-84.2014,221112.0,"C,D",Power Plants,478624.976,478138.9,221.75,264.326,,,,,,,,,,138.7,478486.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001136,110017438762.0,SABIC Innovative Plastics - Burkville,BURKVILLE,AL,36752,1 PLASTICS DR,Lowndes,32.3102,-86.5242,325211.0,"C,D",Power Plants,380992.084,380604.1,177.0,210.984,,,,,,,,,,71643.28,309348.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1003647,110070321118.0,SAGUARO POWER COMPANY,HENDERSON,NV,89009,435 FOURTH STREET  HENDERSON,CLARK COUNTY,36.037561,-114.976159,221112.0,C,Power Plants,365460.324,365083.3,172.0,205.024,,,,,,,,,,365460.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1005210,110007194847.0,SILAS RAY POWER PLANT,BROWNSVILLE,TX,78520,94 W. 13th Street,CAMERON COUNTY,25.9131,-97.5214,221112.0,D,Power Plants,49076.168,49026.3,22.75,27.118,,,,,,,,,,,49076.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1014345,110070665612.0,SJRR Power LLC,Houston,TX,77049,18511 Beaumont Highway,HARRIS COUNTY,29.87449,-95.106947,221112.0,D,Power Plants,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1011532,110063697227.0,SOLDOTNA COMBUSTION TURBINE PLANT,Soldotna,AK,99669,41925 Sterling Highway,KENAI PENINSULA BOROUGH,60.499493,-150.996678,221112.0,C,Power Plants,17956.132,17937.5,8.5,10.132,,,,,,,,,,17956.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1003190,110031000823.0,SOUTH TEXAS ELECTRIC COOP,NURSERY,TX,77976,2849 FM 447,VICTORIA COUNTY,28.8947,-97.1347,221112.0,"C,D",Power Plants,120681.11,120560.8,54.75,65.56,,,,,,,,,,390.294,120290.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1003398,110071161386.0,SPRING GARDENS STEAM PLANT,BALTIMORE,MD,21230,1500 LEADENHALL STREET,BALTIMORE CITY,39.273021,-76.618646,221330.0,C,Power Plants,50893.308,50840.7,24.0,28.608,,,,,,,,,,50893.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1012095,110002412620.0,SRI International Cogeneration Project,Menlo Park,CA,94025,"333 Ravenswood Avenue, Bldg U",SAN MATEO COUNTY,37.457173,-122.178049,221112.0,C,Power Plants,23874.56,23849.9,11.25,13.41,,,,,,,,,,23874.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001324,110021082576.0,SRW Cogen Limited Partnership,ORANGE,TX,77630,3055 FM 1006,Orange,30.0561,-93.7539,221112.0,D,Power Plants,1656498.116,1654954.4,704.25,839.466,,,,,,,,,,,1656498.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001120,110040576016.0,ST PAUL COGENERATION,ST. PAUL,MN,55102,125 SHEPARD ROAD W,RAMSEY COUNTY,44.94302,-93.093857,221330.0,C,Power Plants,32777.798,29765.0,442.25,2570.548,,,,,,,,,246243.0,32777.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1005399,110071160101.0,ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION,ST. GEORGE,UT,84770,811 E. REDHILLS PARKWAY,WASHINGTON COUNTY,37.1124,-113.5155,221112.0,D,Power Plants,71222.984,71150.1,33.25,39.634,,,,,,,,,,,71222.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1004953,110000470008.0,SUNNYSIDE COGENERATION ASSOCIATES,SUNNYSIDE,UT,84539,1 POWER PLANT ROAD,CARBON COUNTY,39.54764,-110.39079,221112.0,C,Power Plants,484280.678,480619.0,1334.0,2327.678,,,,,,,,,,484280.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001148,110024547310.0,SWEENY COGENERATION FACILITY,OLD OCEAN,TX,77463,"7190 Old FM 524, Gate 13",BRAZORIA COUNTY,29.0728,-95.745,221112.0,"C,D",Power Plants,3186494.5,3171763.4,4353.25,10377.85,,,,,,,,,,200691.382,2985803.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1003998,110006825908.0,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,35.4518,-118.9851,221112.0,"C,DD","Other,Power Plants",726443.132,725698.4,339.75,404.982,,,,,,,,,,726443.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006721,110071161574.0,Sabine,BRIDGE CITY,TX,77611,WEST ROUNDBUNCH ROAD,Orange,30.0242,-93.875,221112.0,"C,D",Power Plants,1908991.028,1907053.3,884.0,1053.728,,,,,,,,,,0.0,1908991.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1012869,110000310459.0,Salem Harbor Station NGCC,Salem,MA,1970,24 Fort Ave,ESSEX COUNTY,42.5255,-70.877,221112.0,"C,D",Power Plants,293214.064,292916.5,135.75,161.814,,,,,,,,,,694.748,292519.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000507,110035420719.0,Salinas River Cogeneration Facility,SAN ARDO,CA,93450,"Star Route 42, Wunpost Road",Monterey,35.9515,-120.8679,221112.0,"D,DD","Other,Power Plants",206412.436,206203.1,95.5,113.836,,,,,,,,,,,206412.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007153,110000465620.0,Sam Seymour,LA GRANGE,TX,78945,6549 POWER PLANT RD,Fayette,29.9172,-96.7506,221112.0,"C,D",Power Plants,10987388.166,10901252.2,31507.5,54628.466,,,,,,,,,,11.7,10987376.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000531,110040575099.0,San Jacinto County Peaking Facility,SHEPHERD,TX,77371,7.5 MI SOUTH OF SHEPHERD,San Jacinto,30.42,-95.0114,221112.0,"C,D",Power Plants,116656.516,116537.6,54.25,64.666,,,,,,,,,,284.748,116371.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1005714,110012511120.0,San Jacinto Steam Electric Station,LA PORTE,TX,77571,845 SENS ROAD,Harris,29.6967,-95.0411,221112.0,D,Power Plants,628384.172,627746.3,291.0,346.872,,,,,,,,,,,628384.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006727,110000600868.0,San Juan,WATERFLOW,NM,87421,6800 COUNTY ROAD NORTH,San Juan,36.8006,-108.4386,221112.0,D,Power Plants,5734257.936,5689411.5,16400.25,28446.186,,,,,,,,,,,5734257.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001040,110000464426.0,San Miguel,CHRISTINE,TX,78012,6200 FM 3387,Atascosa,28.7044,-98.4781,221112.0,"C,D",Power Plants,2359159.342,2341337.5,6519.0,11302.842,,,,,,,,,,10.5,2359148.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000669,110071161706.0,Sand Hill Energy Center,AUSTIN,TX,78617,1101 FALLWELL LN,Travis,30.2091,-97.6139,221112.0,"C,D",Power Plants,623937.688,623304.2,289.0,344.488,,,,,,,,,,145.5,623792.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007324,110035106113.0,Sandy Creek Energy Station,Riesel,TX,76682,2161 Rattlesnake Road,McLennan,31.4753,-96.9564,221112.0,"C,D",Power Plants,5427082.87,5384632.3,15529.25,26921.32,,,,,,,,,,1444.944,5425637.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1006802,110071161610.0,Sanford,DEBARY,FL,32713,950 S HWY 17 92,Volusia,28.8419,-81.3256,221112.0,D,Power Plants,3382864.512,3379429.1,1567.25,1868.162,,,,,,,,,,,3382864.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1004438,110028036220.0,Santa Clara Cogen,Santa Clara,CA,95050,524 Robert Avenue,SANTA CLARA COUNTY,37.36465,-121.94463,221112.0,C,Power Plants,36795.96,36757.6,17.5,20.86,,,,,,,,,,36795.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006707,110010300076.0,Santa Rosa Energy Center,PACE,FL,32571,5001 STERLING WAY,Santa Rosa,30.5661,-87.115,221112.0,D,Power Plants,278079.595,277797.3,128.825,153.47,,,,,,,,,,,278079.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000250,110001697049.0,Santan,GILBERT,AZ,85296,1005 S VAL VISTA DRIVE,Maricopa,33.3333,-111.751,221112.0,"C,D",Power Plants,2082928.96,2080808.2,967.5,1153.26,,,,,,,,,,304379.852,1778549.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001278,110000542994.0,"Saranac Power Partners, LP",PLATTSBURGH,NY,12901,99 WEED ST,Clinton,44.7132,-73.4557,221112.0,"C,D",Power Plants,59776.676,59715.3,28.0,33.376,,,,,,,,,,35190.668,24586.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1012716,110022393578.0,Saratoga Street Steam Plant,Baltimore,MD,21201,641 West Saratoga Street,BALTIMORE CITY,39.2928,-76.62597,221330.0,C,Power Plants,8027.62,8019.4,3.75,4.47,,,,,,,,,,8027.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000725,110071161643.0,Sarpy County Station,BELLEVUE,NE,68147,8906 S 35TH ST,Sarpy,41.1706,-95.9692,221112.0,"C,D",Power Plants,92057.812,91945.8,46.75,65.262,,,,,,,,,,34317.398,57740.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001208,110029906127.0,Sayreville Power LP,SAYREVILLE,NJ,8872,601 JERNEE MILL ROAD,Middlesex,40.439,-74.3444,221112.0,D,Power Plants,313453.888,313135.5,145.25,173.138,,,,,,,,,,,313453.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001456,110000914734.0,Scattergood Generating Station,PLAYA DEL REY,CA,90293,12700 VISTA DEL MAR,Los Angeles,33.9175,-118.4258,221112.0,D,Power Plants,771073.336,770274.9,364.25,434.186,,,,,,,,,,,771073.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001051,110007356066.0,Scherer,JULIETTE,GA,31046,10986 HIGHWAY 87,Monroe,33.0583,-83.8072,221112.0,"C,D",Power Plants,9420858.112,9347095.9,26978.0,46784.212,,,,,,,,,,0.0,9420858.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000730,110000602991.0,Schiller,PORTSMOUTH,NH,3801,400 GOSLING RD,Rockingham,43.0978,-70.7842,221112.0,"C,D",Power Plants,853.136,850.3,0.75,2.086,,,,,,,,,,853.136,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000900,110000337029.0,Schuylkill,PHILADELPHIA,PA,19146,2800 CHRISTIAN STREET,Philadelphia,39.9425,-75.1883,221112.0,C,Power Plants,212.646,211.8,0.25,0.596,,,,,,,,,,212.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001256,110005981296.0,Scrubgrass Generating Plant,KENNERDELL,PA,16374,2151 LISBON ROAD,Venango,41.2678,-79.8114,221112.0,"C,D",Power Plants,453332.992,449679.6,1335.25,2318.142,,,,,,,,,,690.538,452642.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001225,110006625633.0,Selkirk Cogen Partners,SELKIRK,NY,12158,24 POWER PARK DRIVE,Albany,42.5744,-73.8592,221112.0,"C,D",Power Plants,178741.428,178557.3,84.0,100.128,,,,,,,,,,125320.828,53420.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000084,,Seminole (136),PALATKA,FL,32708,STATE HIGHWAY 17,Putnam,29.7333,-81.6339,221112.0,"D,TT","Power Plants,Waste",6170125.916,6105597.8,33315.0,31213.116,,,,,,,,,,,6154807.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15318.0,N,N,Y,2021
1000861,110071161470.0,Seminole (2956),KONAWA,OK,74849,RTE 2,Seminole,34.9678,-96.7242,221112.0,"C,D",Power Plants,827267.484,826427.4,383.25,456.834,,,,,,,,,,595.248,826672.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1010962,110043534388.0,Sentinel Energy Center,N. Palm Springs,CA,92258,15775 Melissa Ln,RIVERSIDE COUNTY,33.934167,-116.571388,221112.0,D,Power Plants,319547.764,319222.8,148.25,176.714,,,,,,,,,,,319547.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001174,110006623519.0,Seward Generation LLC,NEW FLORENCE,PA,15944,595 PLANT ROAD,Indiana,40.4081,-79.0339,221112.0,"C,D",Power Plants,2991416.834,2968394.2,8418.25,14604.384,,,,,,,,,,6299.548,2985117.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1005737,110000801614.0,Sewaren Generating Station,SEWAREN,NJ,7077,751 CLIFF ROAD,Middlesex,40.5564,-74.2461,221112.0,"C,D",Power Plants,1248050.324,1246782.8,578.25,689.274,,,,,,,,,,5561.328,1242488.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001151,110013727618.0,Sewell Creek Energy,Cedartown,GA,30125,1031 Sewell Creek Road,Polk,33.9486,-85.2769,221112.0,"C,D",Power Plants,227887.656,227656.4,105.5,125.756,,,,,,,,,,1023.296,226864.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006678,110070507280.0,Shady Hills,SHADY HILLS,FL,34610,14240 MERCHANT ENERGY WAY,Pasco,28.3665,-82.5591,221112.0,"C,D",Power Plants,175380.232,175189.0,84.25,106.982,,,,,,,,,,56.3,175323.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001598,110000493305.0,Shawnee,WEST PADUCAH,KY,42086,7900 METROPOLIS LAKE RD,McCracken,37.1517,-88.775,221112.0,D,Power Plants,6856317.164,6802566.7,19661.35,34089.114,,,,,,,,,,,6856317.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000879,110070751480.0,Shawville Station,SHAWVILLE,PA,16873,250 POWER PLANT DRIVE,Clearfield,41.067,-78.3656,221112.0,"C,D",Power Plants,410027.776,409610.7,190.0,227.076,,,,,,,,,,74.4,409953.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000445,110071160633.0,Sheboygan Falls Energy Facility,PLYMOUTH,WI,53073,N5845 BRIDGEWOOD ROAD,Sheboygan,43.7519,-87.8783,221112.0,"C,D",Power Plants,220514.884,220291.3,102.0,121.584,,,,,,,,,,763.748,219751.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001381,110071161590.0,Shelby County Energy Center,NEOGA,IL,62447,3575 E 400 North Road,Shelby,39.2794,-88.4772,221112.0,"C,D",Power Plants,173473.752,173296.2,81.0,96.552,,,,,,,,,,402.8,173070.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007179,110000447785.0,Sheldon,HALLAM,NE,68368,4500 WEST PELLA RD,Lancaster,40.5589,-96.7842,221112.0,"C,D",Power Plants,938289.536,933384.2,247.0,4658.336,,,,,,,,,,3138.006,935151.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1013733,110060029115.0,Shell Chemical Appalachia LLC,monaca,PA,15061,300 frankfort road,BEAVER COUNTY,40.67159,-80.336312,325110.0,"D,DD","Other,Power Plants",14894.844,14879.5,7.0,8.344,,,,,,,,,,,14894.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001024,110000424700.0,Sherburne County,BECKER,MN,55308,13999 INDUSTRIAL BLVD,Sherburne,45.3792,-93.8958,221112.0,"C,D",Power Plants,9776191.736,9725015.3,2578.0,48598.436,,,,,,,,,,40.8,9776150.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001110,110007140432.0,Sherman Avenue,VINELAND,NJ,8360,ORCHARD ROAD,Cumberland,39.451,-75.0578,221112.0,"C,D",Power Plants,9305.616,9296.3,4.25,5.066,,,,,,,,,,127.7,9177.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007156,110041998247.0,Shoemaker Gas Turbine,Middletown,NY,10940,71 Dolson Ave,ORANGE COUNTY,41.4278,-74.4186,221112.0,D,Power Plants,189.9,189.9,,,,,,,,,,,,,189.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000268,110070696981.0,Shoreham Energy,SHOREHAM,NY,11719,227 N COUNTY RD,Suffolk,40.9572,-72.8664,221112.0,D,Power Plants,17783.11,17721.9,18.0,43.21,,,,,,,,,,,17783.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001063,110000442548.0,Sikeston,SIKESTON,MO,63801,1551 WEST WAKEFIELD ST,Scott,36.8791,-89.6209,221112.0,D,Power Plants,1819174.976,1804920.8,5213.75,9040.426,,,,,,,,,,,1819174.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000190,110011385571.0,Silver Creek Generating Plant,PRENTISS,MS,39474,217 MOSES LANE,Jefferson Davis,31.6004,-89.9468,221112.0,D,Power Plants,50500.712,50449.2,23.5,28.012,,,,,,,,,,,50500.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000695,110000426469.0,Silver Lake,ROCHESTER,MN,55903,425 W SILVER LAKE DRIVE NE,Olmsted,44.0281,-92.4597,221330.0,C,Power Plants,35587.216,35550.5,16.75,19.966,,,,,,,,,,35587.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000404,110027827207.0,Silverhawk,LAS VEGAS,NV,89124,15111 APEX POWER PARKWAY,Clark,36.4078,-114.9603,221112.0,D,Power Plants,687922.552,687224.4,318.5,379.652,,,,,,,,,,,687922.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000954,110035784112.0,Sim Gideon,BASTROP,TX,78602,257 POWER PLANT RD,Bastrop,30.1456,-97.2708,221112.0,D,Power Plants,385877.268,385484.9,179.0,213.368,,,,,,,,,,,385877.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007202,110064610292.0,Sioux,WEST ALTON,MO,63386,8501 N STATE ROUTE 94,Saint Charles,38.9158,-90.2917,221112.0,"C,D",Power Plants,4008604.338,3977191.5,11489.75,19923.088,,,,,,,,,,2949.452,4005654.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001156,110001427215.0,Smarr Energy Facility,FORSYTH,GA,31029,1077 RUMBLE RD,Monroe,32.9856,-83.8464,221112.0,"C,D",Power Plants,108090.9,107981.3,50.0,59.6,,,,,,,,,,85.7,108005.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001417,110017433375.0,Smith Generating Facility,WINCHESTER,KY,40391,12145 IRVINE ROAD,Clark,37.8824,-84.1025,221112.0,"C,D",Power Plants,378915.714,378525.0,176.75,213.964,,,,,,,,,,269.148,378646.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000118,110038098769.0,Solway Plant,SOLWAY,MN,56678,7707 CENTERLINE ROAD NW,Beltrami,47.5444,-95.1297,221112.0,"C,D",Power Plants,61349.77,61287.0,28.5,34.27,,,,,,,,,,1.1,61348.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001022,110000326371.0,"Somerset Operating Compnay, LLC",BARKER,NY,14012,7725 LAKE ROAD,Niagara,43.3561,-78.6039,221112.0,"C,D",Power Plants,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001025,110000598611.0,Sooner,RED ROCK,OK,74651,10800 COUNTY ROAD 230,Noble,36.4537,-97.0527,221112.0,"C,D",Power Plants,3208121.41,3183088.5,9151.0,15881.91,,,,,,,,,,2962.752,3205158.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1014284,110070490846.0,South Field Energy,Wellsville,OH,43968,43250 Hibbetts-Mill Road,COLUMBIANA COUNTY,40.641041,-80.682753,221112.0,"C,D",Power Plants,785163.288,784365.4,364.0,433.888,,,,,,,,,,864.796,784298.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001091,110013863186.0,South Fond Du Lac,FOND DU LAC,WI,54935,5356 RIVER RD,Fond du Lac,43.7353,-88.4968,221112.0,"C,D",Power Plants,66193.15,66086.6,39.5,67.05,,,,,,,,,,176.3,66016.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000449,110040992343.0,South Harper Generating Station,Peculiar,MO,64078,24400 South Harper Road,Cass,38.6803,-94.4824,221112.0,D,Power Plants,47460.424,47412.2,22.0,26.224,,,,,,,,,,,47460.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000982,110070834965.0,South Oak Creek,OAK CREEK,WI,53154,11060 S CHICAGO ROAD,Milwaukee,42.8457,-87.8294,221112.0,"C,D",Power Plants,4778353.644,4753278.4,1249.25,23825.994,,,,,,,,,,120.9,4778232.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001350,110033008876.0,"South Point Energy Center, LLC",MOHAVE VALLEY,AZ,86440,3779 COURTWRIGHT RD,Mohave,34.8678,-114.5317,221112.0,"C,D",Power Plants,1119530.952,1118394.4,518.5,618.052,,,,,,,,,,29.4,1119501.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1005831,110039204303.0,Southaven Combined Cycle,SOUTHHAVEN,MS,38671,2882 STATELINE RD,DeSoto,34.9939,-90.039,221112.0,"C,D",Power Plants,1714933.896,1713192.7,794.45,946.746,,,,,,,,,,2215.342,1712718.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000863,110064088142.0,Southwestern,Anadarko,OK,73005,32034 County Street 2605,Caddo,35.1009,-98.3524,221112.0,"C,D",Power Plants,454088.964,453627.0,210.75,251.214,,,,,,,,,,470.848,453618.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
